id,value,category
8818,value_8818,cat_8
8819,value_8819,cat_9
8820,value_8820,cat_0
8821,value_8821,cat_1
8822,value_8822,cat_2
8823,value_8823,cat_3
8824,value_8824,cat_4
8825,value_8825,cat_5
8826,value_8826,cat_6
8827,value_8827,cat_7
8828,value_8828,cat_8
8829,value_8829,cat_9
8830,value_8830,cat_0
8831,value_8831,cat_1
8832,value_8832,cat_2
8833,value_8833,cat_3
8834,value_8834,cat_4
8835,value_8835,cat_5
8836,value_8836,cat_6
8837,value_8837,cat_7
8838,value_8838,cat_8
8839,value_8839,cat_9
8840,value_8840,cat_0
8841,value_8841,cat_1
8842,value_8842,cat_2
8843,value_8843,cat_3
8844,value_8844,cat_4
8845,value_8845,cat_5
8846,value_8846,cat_6
8847,value_8847,cat_7
8848,value_8848,cat_8
8849,value_8849,cat_9
8850,value_8850,cat_0
8851,value_8851,cat_1
8852,value_8852,cat_2
8853,value_8853,cat_3
8854,value_8854,cat_4
8855,value_8855,cat_5
8856,value_8856,cat_6
8857,value_8857,cat_7
8858,value_8858,cat_8
8859,value_8859,cat_9
8860,value_8860,cat_0
8861,value_8861,cat_1
8862,value_8862,cat_2
8863,value_8863,cat_3
8864,value_8864,cat_4
8865,value_8865,cat_5
8866,value_8866,cat_6
8867,value_8867,cat_7
8868,value_8868,cat_8
8869,value_8869,cat_9
8870,value_8870,cat_0
8871,value_8871,cat_1
8872,value_8872,cat_2
8873,value_8873,cat_3
8874,value_8874,cat_4
8875,value_8875,cat_5
8876,value_8876,cat_6
8877,value_8877,cat_7
8878,value_8878,cat_8
8879,value_8879,cat_9
8880,value_8880,cat_0
8881,value_8881,cat_1
8882,value_8882,cat_2
8883,value_8883,cat_3
8884,value_8884,cat_4
8885,value_8885,cat_5
8886,value_8886,cat_6
8887,value_8887,cat_7
8888,value_8888,cat_8
8889,value_8889,cat_9
8890,value_8890,cat_0
8891,value_8891,cat_1
8892,value_8892,cat_2
8893,value_8893,cat_3
8894,value_8894,cat_4
8895,value_8895,cat_5
8896,value_8896,cat_6
8897,value_8897,cat_7
8898,value_8898,cat_8
8899,value_8899,cat_9
8900,value_8900,cat_0
8901,value_8901,cat_1
8902,value_8902,cat_2
8903,value_8903,cat_3
8904,value_8904,cat_4
8905,value_8905,cat_5
8906,value_8906,cat_6
8907,value_8907,cat_7
8908,value_8908,cat_8
8909,value_8909,cat_9
8910,value_8910,cat_0
8911,value_8911,cat_1
8912,value_8912,cat_2
8913,value_8913,cat_3
8914,value_8914,cat_4
8915,value_8915,cat_5
8916,value_8916,cat_6
8917,value_8917,cat_7
8918,value_8918,cat_8
8919,value_8919,cat_9
8920,value_8920,cat_0
8921,value_8921,cat_1
8922,value_8922,cat_2
8923,value_8923,cat_3
8924,value_8924,cat_4
8925,value_8925,cat_5
8926,value_8926,cat_6
8927,value_8927,cat_7
8928,value_8928,cat_8
8929,value_8929,cat_9
8930,value_8930,cat_0
8931,value_8931,cat_1
8932,value_8932,cat_2
8933,value_8933,cat_3
8934,value_8934,cat_4
8935,value_8935,cat_5
8936,value_8936,cat_6
8937,value_8937,cat_7
8938,value_8938,cat_8
8939,value_8939,cat_9
8940,value_8940,cat_0
8941,value_8941,cat_1
8942,value_8942,cat_2
8943,value_8943,cat_3
8944,value_8944,cat_4
8945,value_8945,cat_5
8946,value_8946,cat_6
8947,value_8947,cat_7
8948,value_8948,cat_8
8949,value_8949,cat_9
8950,value_8950,cat_0
8951,value_8951,cat_1
8952,value_8952,cat_2
8953,value_8953,cat_3
8954,value_8954,cat_4
8955,value_8955,cat_5
8956,value_8956,cat_6
8957,value_8957,cat_7
8958,value_8958,cat_8
8959,value_8959,cat_9
8960,value_8960,cat_0
8961,value_8961,cat_1
8962,value_8962,cat_2
8963,value_8963,cat_3
8964,value_8964,cat_4
8965,value_8965,cat_5
8966,value_8966,cat_6
8967,value_8967,cat_7
8968,value_8968,cat_8
8969,value_8969,cat_9
8970,value_8970,cat_0
8971,value_8971,cat_1
8972,value_8972,cat_2
8973,value_8973,cat_3
8974,value_8974,cat_4
8975,value_8975,cat_5
8976,value_8976,cat_6
8977,value_8977,cat_7
8978,value_8978,cat_8
8979,value_8979,cat_9
8980,value_8980,cat_0
8981,value_8981,cat_1
8982,value_8982,cat_2
8983,value_8983,cat_3
8984,value_8984,cat_4
8985,value_8985,cat_5
8986,value_8986,cat_6
8987,value_8987,cat_7
8988,value_8988,cat_8
8989,value_8989,cat_9
8990,value_8990,cat_0
8991,value_8991,cat_1
8992,value_8992,cat_2
8993,value_8993,cat_3
8994,value_8994,cat_4
8995,value_8995,cat_5
8996,value_8996,cat_6
8997,value_8997,cat_7
8998,value_8998,cat_8
8999,value_8999,cat_9
9000,value_9000,cat_0
9001,value_9001,cat_1
9002,value_9002,cat_2
9003,value_9003,cat_3
9004,value_9004,cat_4
9005,value_9005,cat_5
9006,value_9006,cat_6
9007,value_9007,cat_7
9008,value_9008,cat_8
9009,value_9009,cat_9
9010,value_9010,cat_0
9011,value_9011,cat_1
9012,value_9012,cat_2
9013,value_9013,cat_3
9014,value_9014,cat_4
9015,value_9015,cat_5
9016,value_9016,cat_6
9017,value_9017,cat_7
9018,value_9018,cat_8
9019,value_9019,cat_9
9020,value_9020,cat_0
9021,value_9021,cat_1
9022,value_9022,cat_2
9023,value_9023,cat_3
9024,value_9024,cat_4
9025,value_9025,cat_5
9026,value_9026,cat_6
9027,value_9027,cat_7
9028,value_9028,cat_8
9029,value_9029,cat_9
9030,value_9030,cat_0
9031,value_9031,cat_1
9032,value_9032,cat_2
9033,value_9033,cat_3
9034,value_9034,cat_4
9035,value_9035,cat_5
9036,value_9036,cat_6
9037,value_9037,cat_7
9038,value_9038,cat_8
9039,value_9039,cat_9
9040,value_9040,cat_0
9041,value_9041,cat_1
9042,value_9042,cat_2
9043,value_9043,cat_3
9044,value_9044,cat_4
9045,value_9045,cat_5
9046,value_9046,cat_6
9047,value_9047,cat_7
9048,value_9048,cat_8
9049,value_9049,cat_9
9050,value_9050,cat_0
9051,value_9051,cat_1
9052,value_9052,cat_2
9053,value_9053,cat_3
9054,value_9054,cat_4
9055,value_9055,cat_5
9056,value_9056,cat_6
9057,value_9057,cat_7
9058,value_9058,cat_8
9059,value_9059,cat_9
9060,value_9060,cat_0
9061,value_9061,cat_1
9062,value_9062,cat_2
9063,value_9063,cat_3
9064,value_9064,cat_4
9065,value_9065,cat_5
9066,value_9066,cat_6
9067,value_9067,cat_7
9068,value_9068,cat_8
9069,value_9069,cat_9
9070,value_9070,cat_0
9071,value_9071,cat_1
9072,value_9072,cat_2
9073,value_9073,cat_3
9074,value_9074,cat_4
9075,value_9075,cat_5
9076,value_9076,cat_6
9077,value_9077,cat_7
9078,value_9078,cat_8
9079,value_9079,cat_9
9080,value_9080,cat_0
9081,value_9081,cat_1
9082,value_9082,cat_2
9083,value_9083,cat_3
9084,value_9084,cat_4
9085,value_9085,cat_5
9086,value_9086,cat_6
9087,value_9087,cat_7
9088,value_9088,cat_8
9089,value_9089,cat_9
9090,value_9090,cat_0
9091,value_9091,cat_1
9092,value_9092,cat_2
9093,value_9093,cat_3
9094,value_9094,cat_4
9095,value_9095,cat_5
9096,value_9096,cat_6
9097,value_9097,cat_7
9098,value_9098,cat_8
9099,value_9099,cat_9
9100,value_9100,cat_0
9101,value_9101,cat_1
9102,value_9102,cat_2
9103,value_9103,cat_3
9104,value_9104,cat_4
9105,value_9105,cat_5
9106,value_9106,cat_6
9107,value_9107,cat_7
9108,value_9108,cat_8
9109,value_9109,cat_9
9110,value_9110,cat_0
9111,value_9111,cat_1
9112,value_9112,cat_2
9113,value_9113,cat_3
9114,value_9114,cat_4
9115,value_9115,cat_5
9116,value_9116,cat_6
9117,value_9117,cat_7
9118,value_9118,cat_8
9119,value_9119,cat_9
9120,value_9120,cat_0
9121,value_9121,cat_1
9122,value_9122,cat_2
9123,value_9123,cat_3
9124,value_9124,cat_4
9125,value_9125,cat_5
9126,value_9126,cat_6
9127,value_9127,cat_7
9128,value_9128,cat_8
9129,value_9129,cat_9
9130,value_9130,cat_0
9131,value_9131,cat_1
9132,value_9132,cat_2
9133,value_9133,cat_3
9134,value_9134,cat_4
9135,value_9135,cat_5
9136,value_9136,cat_6
9137,value_9137,cat_7
9138,value_9138,cat_8
9139,value_9139,cat_9
9140,value_9140,cat_0
9141,value_9141,cat_1
9142,value_9142,cat_2
9143,value_9143,cat_3
9144,value_9144,cat_4
9145,value_9145,cat_5
9146,value_9146,cat_6
9147,value_9147,cat_7
9148,value_9148,cat_8
9149,value_9149,cat_9
9150,value_9150,cat_0
9151,value_9151,cat_1
9152,value_9152,cat_2
9153,value_9153,cat_3
9154,value_9154,cat_4
9155,value_9155,cat_5
9156,value_9156,cat_6
9157,value_9157,cat_7
9158,value_9158,cat_8
9159,value_9159,cat_9
9160,value_9160,cat_0
9161,value_9161,cat_1
9162,value_9162,cat_2
9163,value_9163,cat_3
9164,value_9164,cat_4
9165,value_9165,cat_5
9166,value_9166,cat_6
9167,value_9167,cat_7
9168,value_9168,cat_8
9169,value_9169,cat_9
9170,value_9170,cat_0
9171,value_9171,cat_1
9172,value_9172,cat_2
9173,value_9173,cat_3
9174,value_9174,cat_4
9175,value_9175,cat_5
9176,value_9176,cat_6
9177,value_9177,cat_7
9178,value_9178,cat_8
9179,value_9179,cat_9
9180,value_9180,cat_0
9181,value_9181,cat_1
9182,value_9182,cat_2
9183,value_9183,cat_3
9184,value_9184,cat_4
9185,value_9185,cat_5
9186,value_9186,cat_6
9187,value_9187,cat_7
9188,value_9188,cat_8
9189,value_9189,cat_9
9190,value_9190,cat_0
9191,value_9191,cat_1
9192,value_9192,cat_2
9193,value_9193,cat_3
9194,value_9194,cat_4
9195,value_9195,cat_5
9196,value_9196,cat_6
9197,value_9197,cat_7
9198,value_9198,cat_8
9199,value_9199,cat_9
9200,value_9200,cat_0
9201,value_9201,cat_1
9202,value_9202,cat_2
9203,value_9203,cat_3
9204,value_9204,cat_4
9205,value_9205,cat_5
9206,value_9206,cat_6
9207,value_9207,cat_7
9208,value_9208,cat_8
9209,value_9209,cat_9
9210,value_9210,cat_0
9211,value_9211,cat_1
9212,value_9212,cat_2
9213,value_9213,cat_3
9214,value_9214,cat_4
9215,value_9215,cat_5
9216,value_9216,cat_6
9217,value_9217,cat_7
9218,value_9218,cat_8
9219,value_9219,cat_9
9220,value_9220,cat_0
9221,value_9221,cat_1
9222,value_9222,cat_2
9223,value_9223,cat_3
9224,value_9224,cat_4
9225,value_9225,cat_5
9226,value_9226,cat_6
9227,value_9227,cat_7
9228,value_9228,cat_8
9229,value_9229,cat_9
9230,value_9230,cat_0
9231,value_9231,cat_1
9232,value_9232,cat_2
9233,value_9233,cat_3
9234,value_9234,cat_4
9235,value_9235,cat_5
9236,value_9236,cat_6
9237,value_9237,cat_7
9238,value_9238,cat_8
9239,value_9239,cat_9
9240,value_9240,cat_0
9241,value_9241,cat_1
9242,value_9242,cat_2
9243,value_9243,cat_3
9244,value_9244,cat_4
9245,value_9245,cat_5
9246,value_9246,cat_6
9247,value_9247,cat_7
9248,value_9248,cat_8
9249,value_9249,cat_9
9250,value_9250,cat_0
9251,value_9251,cat_1
9252,value_9252,cat_2
9253,value_9253,cat_3
9254,value_9254,cat_4
9255,value_9255,cat_5
9256,value_9256,cat_6
9257,value_9257,cat_7
9258,value_9258,cat_8
9259,value_9259,cat_9
9260,value_9260,cat_0
9261,value_9261,cat_1
9262,value_9262,cat_2
9263,value_9263,cat_3
9264,value_9264,cat_4
9265,value_9265,cat_5
9266,value_9266,cat_6
9267,value_9267,cat_7
9268,value_9268,cat_8
9269,value_9269,cat_9
9270,value_9270,cat_0
9271,value_9271,cat_1
9272,value_9272,cat_2
9273,value_9273,cat_3
9274,value_9274,cat_4
9275,value_9275,cat_5
9276,value_9276,cat_6
9277,value_9277,cat_7
9278,value_9278,cat_8
9279,value_9279,cat_9
9280,value_9280,cat_0
9281,value_9281,cat_1
9282,value_9282,cat_2
9283,value_9283,cat_3
9284,value_9284,cat_4
9285,value_9285,cat_5
9286,value_9286,cat_6
9287,value_9287,cat_7
9288,value_9288,cat_8
9289,value_9289,cat_9
9290,value_9290,cat_0
9291,value_9291,cat_1
9292,value_9292,cat_2
9293,value_9293,cat_3
9294,value_9294,cat_4
9295,value_9295,cat_5
9296,value_9296,cat_6
9297,value_9297,cat_7
9298,value_9298,cat_8
9299,value_9299,cat_9
9300,value_9300,cat_0
9301,value_9301,cat_1
9302,value_9302,cat_2
9303,value_9303,cat_3
9304,value_9304,cat_4
9305,value_9305,cat_5
9306,value_9306,cat_6
9307,value_9307,cat_7
9308,value_9308,cat_8
9309,value_9309,cat_9
9310,value_9310,cat_0
9311,value_9311,cat_1
9312,value_9312,cat_2
9313,value_9313,cat_3
9314,value_9314,cat_4
9315,value_9315,cat_5
9316,value_9316,cat_6
9317,value_9317,cat_7
9318,value_9318,cat_8
9319,value_9319,cat_9
9320,value_9320,cat_0
9321,value_9321,cat_1
9322,value_9322,cat_2
9323,value_9323,cat_3
9324,value_9324,cat_4
9325,value_9325,cat_5
9326,value_9326,cat_6
9327,value_9327,cat_7
9328,value_9328,cat_8
9329,value_9329,cat_9
9330,value_9330,cat_0
9331,value_9331,cat_1
9332,value_9332,cat_2
9333,value_9333,cat_3
9334,value_9334,cat_4
9335,value_9335,cat_5
9336,value_9336,cat_6
9337,value_9337,cat_7
9338,value_9338,cat_8
9339,value_9339,cat_9
9340,value_9340,cat_0
9341,value_9341,cat_1
9342,value_9342,cat_2
9343,value_9343,cat_3
9344,value_9344,cat_4
9345,value_9345,cat_5
9346,value_9346,cat_6
9347,value_9347,cat_7
9348,value_9348,cat_8
9349,value_9349,cat_9
9350,value_9350,cat_0
9351,value_9351,cat_1
9352,value_9352,cat_2
9353,value_9353,cat_3
9354,value_9354,cat_4
9355,value_9355,cat_5
9356,value_9356,cat_6
9357,value_9357,cat_7
9358,value_9358,cat_8
9359,value_9359,cat_9
9360,value_9360,cat_0
9361,value_9361,cat_1
9362,value_9362,cat_2
9363,value_9363,cat_3
9364,value_9364,cat_4
9365,value_9365,cat_5
9366,value_9366,cat_6
9367,value_9367,cat_7
9368,value_9368,cat_8
9369,value_9369,cat_9
9370,value_9370,cat_0
9371,value_9371,cat_1
9372,value_9372,cat_2
9373,value_9373,cat_3
9374,value_9374,cat_4
9375,value_9375,cat_5
9376,value_9376,cat_6
9377,value_9377,cat_7
9378,value_9378,cat_8
9379,value_9379,cat_9
9380,value_9380,cat_0
9381,value_9381,cat_1
9382,value_9382,cat_2
9383,value_9383,cat_3
9384,value_9384,cat_4
9385,value_9385,cat_5
9386,value_9386,cat_6
9387,value_9387,cat_7
9388,value_9388,cat_8
9389,value_9389,cat_9
9390,value_9390,cat_0
9391,value_9391,cat_1
9392,value_9392,cat_2
9393,value_9393,cat_3
9394,value_9394,cat_4
9395,value_9395,cat_5
9396,value_9396,cat_6
9397,value_9397,cat_7
9398,value_9398,cat_8
9399,value_9399,cat_9
9400,value_9400,cat_0
9401,value_9401,cat_1
9402,value_9402,cat_2
9403,value_9403,cat_3
9404,value_9404,cat_4
9405,value_9405,cat_5
9406,value_9406,cat_6
9407,value_9407,cat_7
9408,value_9408,cat_8
9409,value_9409,cat_9
9410,value_9410,cat_0
9411,value_9411,cat_1
9412,value_9412,cat_2
9413,value_9413,cat_3
9414,value_9414,cat_4
9415,value_9415,cat_5
9416,value_9416,cat_6
9417,value_9417,cat_7
9418,value_9418,cat_8
9419,value_9419,cat_9
9420,value_9420,cat_0
9421,value_9421,cat_1
9422,value_9422,cat_2
9423,value_9423,cat_3
9424,value_9424,cat_4
9425,value_9425,cat_5
9426,value_9426,cat_6
9427,value_9427,cat_7
9428,value_9428,cat_8
9429,value_9429,cat_9
9430,value_9430,cat_0
9431,value_9431,cat_1
9432,value_9432,cat_2
9433,value_9433,cat_3
9434,value_9434,cat_4
9435,value_9435,cat_5
9436,value_9436,cat_6
9437,value_9437,cat_7
9438,value_9438,cat_8
9439,value_9439,cat_9
9440,value_9440,cat_0
9441,value_9441,cat_1
9442,value_9442,cat_2
9443,value_9443,cat_3
9444,value_9444,cat_4
9445,value_9445,cat_5
9446,value_9446,cat_6
9447,value_9447,cat_7
9448,value_9448,cat_8
9449,value_9449,cat_9
9450,value_9450,cat_0
9451,value_9451,cat_1
9452,value_9452,cat_2
9453,value_9453,cat_3
9454,value_9454,cat_4
9455,value_9455,cat_5
9456,value_9456,cat_6
9457,value_9457,cat_7
9458,value_9458,cat_8
9459,value_9459,cat_9
9460,value_9460,cat_0
9461,value_9461,cat_1
9462,value_9462,cat_2
9463,value_9463,cat_3
9464,value_9464,cat_4
9465,value_9465,cat_5
9466,value_9466,cat_6
9467,value_9467,cat_7
9468,value_9468,cat_8
9469,value_9469,cat_9
9470,value_9470,cat_0
9471,value_9471,cat_1
9472,value_9472,cat_2
9473,value_9473,cat_3
9474,value_9474,cat_4
9475,value_9475,cat_5
9476,value_9476,cat_6
9477,value_9477,cat_7
9478,value_9478,cat_8
9479,value_9479,cat_9
9480,value_9480,cat_0
9481,value_9481,cat_1
9482,value_9482,cat_2
9483,value_9483,cat_3
9484,value_9484,cat_4
9485,value_9485,cat_5
9486,value_9486,cat_6
9487,value_9487,cat_7
9488,value_9488,cat_8
9489,value_9489,cat_9
9490,value_9490,cat_0
9491,value_9491,cat_1
9492,value_9492,cat_2
9493,value_9493,cat_3
9494,value_9494,cat_4
9495,value_9495,cat_5
9496,value_9496,cat_6
9497,value_9497,cat_7
9498,value_9498,cat_8
9499,value_9499,cat_9
9500,value_9500,cat_0
9501,value_9501,cat_1
9502,value_9502,cat_2
9503,value_9503,cat_3
9504,value_9504,cat_4
9505,value_9505,cat_5
9506,value_9506,cat_6
9507,value_9507,cat_7
9508,value_9508,cat_8
9509,value_9509,cat_9
9510,value_9510,cat_0
9511,value_9511,cat_1
9512,value_9512,cat_2
9513,value_9513,cat_3
9514,value_9514,cat_4
9515,value_9515,cat_5
9516,value_9516,cat_6
9517,value_9517,cat_7
9518,value_9518,cat_8
9519,value_9519,cat_9
9520,value_9520,cat_0
9521,value_9521,cat_1
9522,value_9522,cat_2
9523,value_9523,cat_3
9524,value_9524,cat_4
9525,value_9525,cat_5
9526,value_9526,cat_6
9527,value_9527,cat_7
9528,value_9528,cat_8
9529,value_9529,cat_9
9530,value_9530,cat_0
9531,value_9531,cat_1
9532,value_9532,cat_2
9533,value_9533,cat_3
9534,value_9534,cat_4
9535,value_9535,cat_5
9536,value_9536,cat_6
9537,value_9537,cat_7
9538,value_9538,cat_8
9539,value_9539,cat_9
9540,value_9540,cat_0
9541,value_9541,cat_1
9542,value_9542,cat_2
9543,value_9543,cat_3
9544,value_9544,cat_4
9545,value_9545,cat_5
9546,value_9546,cat_6
9547,value_9547,cat_7
9548,value_9548,cat_8
9549,value_9549,cat_9
9550,value_9550,cat_0
9551,value_9551,cat_1
9552,value_9552,cat_2
9553,value_9553,cat_3
9554,value_9554,cat_4
9555,value_9555,cat_5
9556,value_9556,cat_6
9557,value_9557,cat_7
9558,value_9558,cat_8
9559,value_9559,cat_9
9560,value_9560,cat_0
9561,value_9561,cat_1
9562,value_9562,cat_2
9563,value_9563,cat_3
9564,value_9564,cat_4
9565,value_9565,cat_5
9566,value_9566,cat_6
9567,value_9567,cat_7
9568,value_9568,cat_8
9569,value_9569,cat_9
9570,value_9570,cat_0
9571,value_9571,cat_1
9572,value_9572,cat_2
9573,value_9573,cat_3
9574,value_9574,cat_4
9575,value_9575,cat_5
9576,value_9576,cat_6
9577,value_9577,cat_7
9578,value_9578,cat_8
9579,value_9579,cat_9
9580,value_9580,cat_0
9581,value_9581,cat_1
9582,value_9582,cat_2
9583,value_9583,cat_3
9584,value_9584,cat_4
9585,value_9585,cat_5
9586,value_9586,cat_6
9587,value_9587,cat_7
9588,value_9588,cat_8
9589,value_9589,cat_9
9590,value_9590,cat_0
9591,value_9591,cat_1
9592,value_9592,cat_2
9593,value_9593,cat_3
9594,value_9594,cat_4
9595,value_9595,cat_5
9596,value_9596,cat_6
9597,value_9597,cat_7
9598,value_9598,cat_8
9599,value_9599,cat_9
9600,value_9600,cat_0
9601,value_9601,cat_1
9602,value_9602,cat_2
9603,value_9603,cat_3
9604,value_9604,cat_4
9605,value_9605,cat_5
9606,value_9606,cat_6
9607,value_9607,cat_7
9608,value_9608,cat_8
9609,value_9609,cat_9
9610,value_9610,cat_0
9611,value_9611,cat_1
9612,value_9612,cat_2
9613,value_9613,cat_3
9614,value_9614,cat_4
9615,value_9615,cat_5
9616,value_9616,cat_6
9617,value_9617,cat_7
9618,value_9618,cat_8
9619,value_9619,cat_9
9620,value_9620,cat_0
9621,value_9621,cat_1
9622,value_9622,cat_2
9623,value_9623,cat_3
9624,value_9624,cat_4
9625,value_9625,cat_5
9626,value_9626,cat_6
9627,value_9627,cat_7
9628,value_9628,cat_8
9629,value_9629,cat_9
9630,value_9630,cat_0
9631,value_9631,cat_1
9632,value_9632,cat_2
9633,value_9633,cat_3
9634,value_9634,cat_4
9635,value_9635,cat_5
9636,value_9636,cat_6
9637,value_9637,cat_7
9638,value_9638,cat_8
9639,value_9639,cat_9
9640,value_9640,cat_0
9641,value_9641,cat_1
9642,value_9642,cat_2
9643,value_9643,cat_3
9644,value_9644,cat_4
9645,value_9645,cat_5
9646,value_9646,cat_6
9647,value_9647,cat_7
9648,value_9648,cat_8
9649,value_9649,cat_9
9650,value_9650,cat_0
9651,value_9651,cat_1
9652,value_9652,cat_2
9653,value_9653,cat_3
9654,value_9654,cat_4
9655,value_9655,cat_5
9656,value_9656,cat_6
9657,value_9657,cat_7
9658,value_9658,cat_8
9659,value_9659,cat_9
9660,value_9660,cat_0
9661,value_9661,cat_1
9662,value_9662,cat_2
9663,value_9663,cat_3
9664,value_9664,cat_4
9665,value_9665,cat_5
9666,value_9666,cat_6
9667,value_9667,cat_7
9668,value_9668,cat_8
9669,value_9669,cat_9
9670,value_9670,cat_0
9671,value_9671,cat_1
9672,value_9672,cat_2
9673,value_9673,cat_3
9674,value_9674,cat_4
9675,value_9675,cat_5
9676,value_9676,cat_6
9677,value_9677,cat_7
9678,value_9678,cat_8
9679,value_9679,cat_9
9680,value_9680,cat_0
9681,value_9681,cat_1
9682,value_9682,cat_2
9683,value_9683,cat_3
9684,value_9684,cat_4
9685,value_9685,cat_5
9686,value_9686,cat_6
9687,value_9687,cat_7
9688,value_9688,cat_8
9689,value_9689,cat_9
9690,value_9690,cat_0
9691,value_9691,cat_1
9692,value_9692,cat_2
9693,value_9693,cat_3
9694,value_9694,cat_4
9695,value_9695,cat_5
9696,value_9696,cat_6
9697,value_9697,cat_7
9698,value_9698,cat_8
9699,value_9699,cat_9
9700,value_9700,cat_0
9701,value_9701,cat_1
9702,value_9702,cat_2
9703,value_9703,cat_3
9704,value_9704,cat_4
9705,value_9705,cat_5
9706,value_9706,cat_6
9707,value_9707,cat_7
9708,value_9708,cat_8
9709,value_9709,cat_9
9710,value_9710,cat_0
9711,value_9711,cat_1
9712,value_9712,cat_2
9713,value_9713,cat_3
9714,value_9714,cat_4
9715,value_9715,cat_5
9716,value_9716,cat_6
9717,value_9717,cat_7
9718,value_9718,cat_8
9719,value_9719,cat_9
9720,value_9720,cat_0
9721,value_9721,cat_1
9722,value_9722,cat_2
9723,value_9723,cat_3
9724,value_9724,cat_4
9725,value_9725,cat_5
9726,value_9726,cat_6
9727,value_9727,cat_7
9728,value_9728,cat_8
9729,value_9729,cat_9
9730,value_9730,cat_0
9731,value_9731,cat_1
9732,value_9732,cat_2
9733,value_9733,cat_3
9734,value_9734,cat_4
9735,value_9735,cat_5
9736,value_9736,cat_6
9737,value_9737,cat_7
9738,value_9738,cat_8
9739,value_9739,cat_9
9740,value_9740,cat_0
9741,value_9741,cat_1
9742,value_9742,cat_2
9743,value_9743,cat_3
9744,value_9744,cat_4
9745,value_9745,cat_5
9746,value_9746,cat_6
9747,value_9747,cat_7
9748,value_9748,cat_8
9749,value_9749,cat_9
9750,value_9750,cat_0
9751,value_9751,cat_1
9752,value_9752,cat_2
9753,value_9753,cat_3
9754,value_9754,cat_4
9755,value_9755,cat_5
9756,value_9756,cat_6
9757,value_9757,cat_7
9758,value_9758,cat_8
9759,value_9759,cat_9
9760,value_9760,cat_0
9761,value_9761,cat_1
9762,value_9762,cat_2
9763,value_9763,cat_3
9764,value_9764,cat_4
9765,value_9765,cat_5
9766,value_9766,cat_6
9767,value_9767,cat_7
9768,value_9768,cat_8
9769,value_9769,cat_9
9770,value_9770,cat_0
9771,value_9771,cat_1
9772,value_9772,cat_2
9773,value_9773,cat_3
9774,value_9774,cat_4
9775,value_9775,cat_5
9776,value_9776,cat_6
9777,value_9777,cat_7
9778,value_9778,cat_8
9779,value_9779,cat_9
9780,value_9780,cat_0
9781,value_9781,cat_1
9782,value_9782,cat_2
9783,value_9783,cat_3
9784,value_9784,cat_4
9785,value_9785,cat_5
9786,value_9786,cat_6
9787,value_9787,cat_7
